randomtestcard2.c:
Testing Steward...
Seed: 1254407964, test passed.
Seed: 1487317659, test passed.
Seed: 425891591, test passed.
Seed: 973380413, test passed.
Seed: 1113219930, test passed.
Seed: 796320225, test passed.
Seed: 1883650963, test passed.
Seed: 1985372900, test passed.
Seed: 1952729836, test passed.
Seed: 2047217470, test passed.
Seed: 1236603523, test passed.
Seed: 1714639306, test passed.
Seed: 751057584, test passed.
Seed: 785844751, test passed.
Seed: 379027659, test passed.
Seed: 296662310, test passed.
Seed: 1409549056, test passed.
Seed: 1034877779, test passed.
Seed: 986800957, test passed.
Seed: 1169331709, test passed.
Seed: 1602806645, test passed.
Seed: 1090869922, test passed.
Seed: 1657444367, test passed.
Seed: 132263181, test passed.
Seed: 611860177, test passed.
Seed: 136070613, test passed.
Seed: 1682478026, test passed.
Seed: 629234429, test passed.
Seed: 233398325, test passed.
Seed: 756401758, test passed.
Seed: 983186051, test passed.
Seed: 1822972142, test passed.
Seed: 734655306, test passed.
Seed: 1651939074, test passed.
Seed: 49964535, test passed.
Seed: 520787933, test passed.
Seed: 415263327, test passed.
Seed: 1001898456, test passed.
Seed: 468175143, test passed.
Seed: 1615366908, test passed.
Seed: 1162273430, test passed.
Seed: 2108697711, test passed.
Seed: 874912340, test passed.
Seed: 1843729733, test passed.
Seed: 618594454, test passed.
Seed: 170060936, test passed.
Seed: 126662600, test passed.
Seed: 374738797, test passed.
Seed: 207323936, test passed.
Seed: 981594967, test passed.
Seed: 615103062, test passed.
Seed: 2071051560, test passed.
Seed: 895496585, test passed.
Seed: 1603616094, test passed.
Seed: 2076230876, test passed.
Seed: 146459979, test passed.
Seed: 663372983, test passed.
Seed: 422655919, test passed.
Seed: 953752193, test passed.
Seed: 73293581, test passed.
Seed: 456395998, test passed.
Seed: 283004342, test passed.
Seed: 93978598, test passed.
Seed: 722613060, test passed.
Seed: 1978429220, test passed.
Seed: 1763856691, test passed.
Seed: 1117059561, test passed.
Seed: 2127908253, test passed.
Seed: 986832517, test passed.
Seed: 1008310448, test passed.
Seed: 697111378, test passed.
Seed: 633548545, test passed.
Seed: 219032450, test passed.
Seed: 927890060, test passed.
Seed: 1845660941, test passed.
Seed: 1680367112, test passed.
Seed: 924324310, test passed.
Seed: 210991806, test passed.
Seed: 1262641870, test passed.
Seed: 171953556, test passed.
Seed: 713121036, test passed.
Seed: 2065244427, test passed.
Seed: 50411267, test passed.
Seed: 806911793, test passed.
Seed: 254895479, test passed.
Seed: 309562626, test passed.
Seed: 861383341, test passed.
Seed: 174368166, test passed.
Seed: 976602925, test passed.
Seed: 2136399374, test passed.
Seed: 111667340, test passed.
Seed: 1556958789, test passed.
Seed: 295638545, test passed.
Seed: 876564123, test passed.
Seed: 281646657, test passed.
Seed: 1034951780, test passed.
Seed: 692746625, test passed.
Seed: 1007806566, test passed.
Seed: 1949132610, test passed.
Seed: 1954831865, test passed.
Seed: 211166246, test passed.
Seed: 1627597153, test passed.
Seed: 830707837, test passed.
Seed: 1189576175, test passed.
Seed: 1450479896, test passed.
Seed: 1532993703, test passed.
Seed: 1147821294, test passed.
Seed: 368846952, test passed.
Seed: 1741616840, test passed.
Seed: 298234612, test passed.
Seed: 596472945, test passed.
Seed: 1895566466, test passed.
Seed: 202705170, test passed.
Seed: 350665727, test passed.
Seed: 810923261, test passed.
Seed: 1336197531, test passed.
Seed: 477141802, test passed.
Seed: 445174122, test passed.
Seed: 573099264, test passed.
Seed: 1179254640, test passed.
Seed: 563212190, test passed.
Seed: 621339380, test passed.
Seed: 1115461911, test passed.
Seed: 1757305159, test passed.
Seed: 730003779, test passed.
Seed: 647169313, test passed.
Seed: 163137924, test passed.
Seed: 1142203203, test passed.
Seed: 1717732958, test passed.
Seed: 2033148875, test passed.
Seed: 267455674, test passed.
Seed: 1310313628, test passed.
Seed: 1800497804, test passed.
Seed: 1570473974, test passed.
Seed: 1939197410, test passed.
Seed: 1473814980, test passed.
Seed: 110571132, test passed.
Seed: 1706868030, test passed.
Seed: 250538280, test passed.
Seed: 550806983, test passed.
Seed: 479741879, test passed.
Seed: 770016104, test passed.
Seed: 880621143, test passed.
Seed: 161941618, test passed.
Seed: 413975196, test passed.
Seed: 1335217583, test passed.
Seed: 1169820708, test passed.
Seed: 1649848230, test passed.
Seed: 1318471855, test passed.
Seed: 1652365414, test passed.
Seed: 1193995499, test passed.
Seed: 1447942192, test passed.
Seed: 162460485, test passed.
Seed: 40122234, test passed.
Seed: 1926064241, test passed.
Seed: 1218519071, test passed.
Seed: 2039080688, test passed.
Seed: 1007558854, test passed.
Seed: 1832541834, test passed.
Seed: 775111285, test passed.
Seed: 1219180265, test passed.
Seed: 1528692016, test passed.
Seed: 1660398876, test passed.
Seed: 574188040, test passed.
Seed: 2058121162, test passed.
Seed: 2080572209, test passed.
Seed: 1072382793, test passed.
Seed: 815350823, test passed.
Seed: 1191598522, test passed.
Seed: 207047496, test passed.
Seed: 1064018709, test passed.
Seed: 1045439472, test passed.
Seed: 1197986537, test passed.
Seed: 1536593974, test passed.
Seed: 1514188413, test passed.
Seed: 280871115, test passed.
Seed: 385951463, test passed.
Seed: 196191800, test passed.
Seed: 29258917, test passed.
Seed: 967394145, test passed.
Seed: 1456048270, test passed.
Seed: 1198962718, test passed.
Seed: 1401336585, test passed.
Seed: 1735663287, test passed.
Seed: 1679456532, test passed.
Seed: 1716216002, test passed.
Seed: 610843584, test passed.
Seed: 677816912, test passed.
Seed: 1799671385, test passed.
Seed: 1764880805, test passed.
Seed: 393199575, test passed.
Seed: 786329052, test passed.
Seed: 170225777, test passed.
Seed: 1077182782, test passed.
Seed: 990409041, test passed.
Seed: 1799254249, test passed.
Seed: 295700339, test passed.
Seed: 575082709, test passed.
Seed: 534520301, test passed.
Seed: 296907053, test passed.
Seed: 1943022241, test passed.
Seed: 1683544101, test passed.
Seed: 1308971743, test passed.
Seed: 472304912, test passed.
Seed: 1300175870, test passed.
Seed: 2001683854, test passed.
Seed: 1426967214, test passed.
Seed: 1747728399, test passed.
Seed: 699460536, test passed.
Seed: 1134189257, test passed.
Seed: 438611071, test passed.
Seed: 1991776807, test passed.
Seed: 1503210823, test passed.
Seed: 1920843583, test passed.
Seed: 1877659101, test passed.
Seed: 1020299758, test passed.
Seed: 734945686, test passed.
Seed: 460724233, test passed.
Seed: 579062983, test passed.
Seed: 1453062937, test passed.
Seed: 1277610758, test passed.
Seed: 1631961695, test passed.
Seed: 45379565, test passed.
Seed: 1127661972, test passed.
Seed: 1443204533, test passed.
Seed: 1428286563, test passed.
Seed: 153840339, test passed.
Seed: 1891269559, test passed.
Seed: 1019144360, test passed.
Seed: 53111138, test passed.
Seed: 1148928147, test passed.
Seed: 1329926399, test passed.
Seed: 596855772, test passed.
Seed: 1730631461, test passed.
Seed: 1564633227, test passed.
Seed: 765480869, test passed.
Seed: 1520253388, test passed.
Seed: 1229954671, test passed.
Seed: 855229709, test passed.
Seed: 1267118600, test passed.
Seed: 629843758, test passed.
Seed: 95902153, test passed.
Seed: 1496923104, test passed.
Seed: 1579798125, test passed.
Seed: 480119643, test passed.
Seed: 1233062203, test passed.
Seed: 1239521774, test passed.
Seed: 6523170, test passed.
Seed: 1503103349, test passed.
Seed: 1215547421, test passed.
Seed: 367107955, test passed.
Seed: 563244068, test passed.
Seed: 170733051, test passed.
Seed: 236953763, test passed.
Seed: 1172674777, test passed.
Seed: 69085320, test passed.
Seed: 671632202, test passed.
Seed: 749865508, test passed.
Seed: 499076152, test passed.
Seed: 333142109, test passed.
Seed: 654883976, test passed.
Seed: 1944801975, test passed.
Seed: 1861948445, test passed.
Seed: 59818629, test passed.
Seed: 1070106321, test passed.
Seed: 1940422100, test passed.
Seed: 51540258, test passed.
Seed: 1996309758, test passed.
Seed: 1704803605, test passed.
Seed: 118839856, test passed.
Seed: 1903210605, test passed.
Seed: 1781285424, test passed.
Seed: 717593686, test passed.
Seed: 298912986, test passed.
Seed: 1494736374, test passed.
Seed: 65112275, test passed.
Seed: 1172923208, test passed.
Seed: 115121307, test passed.
Seed: 1591431757, test passed.
Seed: 1920450796, test passed.
Seed: 1485309946, test passed.
Seed: 881831857, test passed.
Seed: 1372516701, test passed.
Seed: 1747427793, test passed.
Seed: 1334295624, test passed.
Seed: 1661415903, test passed.
Seed: 1049002498, test passed.
Seed: 565704024, test passed.
Seed: 1387125598, test passed.
Seed: 726108847, test passed.
Seed: 1508281002, test passed.
Seed: 1482415353, test passed.
Seed: 1066501117, test passed.
Seed: 1659269729, test passed.
Seed: 154394439, test passed.
Seed: 1809117746, test passed.
Seed: 641110835, test passed.
Seed: 468255801, test passed.
Seed: 1199247269, test passed.
Seed: 1514264018, test passed.
Seed: 1577754992, test passed.
Seed: 1559764474, test passed.
Seed: 1082632254, test passed.
Seed: 1618091397, test passed.
Seed: 1324367215, test passed.
Seed: 1347336471, test passed.
Seed: 835354280, test passed.
Seed: 870406516, test passed.
Seed: 151587671, test passed.
Seed: 694078076, test passed.
Seed: 802671954, test passed.
Seed: 353878296, test passed.
Seed: 298518356, test passed.
Seed: 229626829, test passed.
Seed: 235116356, test passed.
Seed: 2018973439, test passed.
Seed: 1554090419, test passed.
Seed: 1905595166, test passed.
Seed: 1245626617, test passed.
Seed: 856465342, test passed.
Seed: 126949019, test passed.
Seed: 742328602, test passed.
Seed: 1329674272, test passed.
Seed: 1439991125, test passed.
Seed: 1882059637, test passed.
Seed: 1017291751, test passed.
Seed: 624836422, test passed.
Seed: 1090016893, test passed.
Seed: 662160347, test passed.
Seed: 1126027294, test passed.
Seed: 984493497, test passed.
Seed: 268817169, test passed.
Seed: 514739858, test passed.
Seed: 1979671587, test passed.
Seed: 447903063, test passed.
Seed: 1245255839, test passed.
Seed: 187709093, test passed.
Seed: 1368455109, test passed.
Seed: 1650811337, test passed.
Seed: 891553018, test passed.
Seed: 696857838, test passed.
Seed: 2023319477, test passed.
Seed: 598239265, test passed.
Seed: 1096176116, test passed.
Seed: 2019120616, test passed.
Seed: 237544909, test passed.
Seed: 135421491, test passed.
Seed: 1237270930, test passed.
Seed: 186100972, test passed.
Seed: 1090900779, test passed.
Seed: 1266331699, test passed.
Seed: 769292575, test passed.
Seed: 1202373600, test passed.
Seed: 19924457, test passed.
Seed: 1372230434, test passed.
Seed: 1547506145, test passed.
Seed: 1120283287, test passed.
Seed: 1312649826, test passed.
Seed: 1495454630, test passed.
Seed: 1690045675, test passed.
Seed: 238167634, test passed.
Seed: 1741757977, test passed.
Seed: 725247147, test passed.
Seed: 1919997502, test passed.
Seed: 233333703, test passed.
Seed: 1689123727, test passed.
Seed: 1230136983, test passed.
Seed: 1886038261, test passed.
Seed: 325435143, test passed.
Seed: 16647581, test passed.
Seed: 1885310737, test passed.
Seed: 755693578, test passed.
Seed: 340903826, test passed.
Seed: 75423020, test passed.
Seed: 118479137, test passed.
Seed: 1195149389, test passed.
Seed: 50816842, test passed.
Seed: 1663909034, test passed.
Seed: 179928492, test passed.
Seed: 2141315639, test passed.
Seed: 1188209512, test passed.
Seed: 1778613755, test passed.
Seed: 1021555568, test passed.
Seed: 1175704768, test passed.
Seed: 130703155, test passed.
Seed: 1338127010, test passed.
Seed: 1363090391, test passed.
Seed: 1308735625, test passed.
Seed: 1155922811, test passed.
Seed: 1429336355, test passed.
Seed: 1637743645, test passed.
Seed: 1283723291, test passed.
Seed: 56193393, test passed.
Seed: 1807286106, test passed.
Seed: 1428465902, test passed.
Seed: 1065013343, test passed.
Seed: 1790284203, test passed.
Seed: 19415104, test passed.
Seed: 650308271, test passed.
Seed: 1968596258, test passed.
Seed: 172491257, test passed.
Seed: 1251964722, test passed.
Seed: 1657433891, test passed.
Seed: 1597862756, test passed.
Seed: 717593133, test passed.
Seed: 1343660389, test passed.
Seed: 1062364861, test passed.
Seed: 1146817647, test passed.
Seed: 1588928109, test passed.
Seed: 765820550, test passed.
Seed: 97976810, test passed.
Seed: 552668656, test passed.
Seed: 257179963, test passed.
Seed: 1154552175, test passed.
Seed: 1002201403, test passed.
Seed: 1797525124, test passed.
Seed: 1346502127, test passed.
Seed: 2098683759, test passed.
Seed: 2044315834, test passed.
Seed: 1463942494, test passed.
Seed: 2023571773, test passed.
Seed: 1280321838, test passed.
Seed: 822093576, test passed.
Seed: 1935879345, test passed.
Seed: 1065704556, test passed.
Seed: 1620486145, test passed.
Seed: 741711788, test passed.
Seed: 1225792078, test passed.
Seed: 1966377463, test passed.
Seed: 1834905722, test passed.
Seed: 1084681309, test passed.
Seed: 843458207, test passed.
Seed: 1317722146, test passed.
Seed: 253312560, test passed.
Seed: 2037263204, test passed.
Seed: 186519162, test passed.
Seed: 299429144, test passed.
Seed: 280205017, test passed.
Seed: 1789250902, test passed.
Seed: 1380255239, test passed.
Seed: 1117761958, test passed.
Seed: 58398910, test passed.
Seed: 656285874, test passed.
Seed: 758862589, test passed.
Seed: 1539170922, test passed.
Seed: 681353786, test passed.
Seed: 1921394649, test passed.
Seed: 1232449832, test passed.
Seed: 120726716, test passed.
Seed: 1855209080, test passed.
Seed: 207551605, test passed.
Seed: 1389017719, test passed.
Seed: 114168217, test passed.
Seed: 663438141, test passed.
Seed: 2044590631, test passed.
Seed: 1173544373, test passed.
Seed: 937400208, test passed.
Seed: 1397779855, test passed.
Seed: 1257025652, test passed.
Seed: 1643287605, test passed.
Seed: 1513847501, test passed.
Seed: 1340437718, test passed.
Seed: 788471888, test passed.
Seed: 282512477, test passed.
Seed: 1336320963, test passed.
Seed: 472927633, test passed.
Seed: 1827645079, test passed.
Seed: 990762357, test passed.
Seed: 433811510, test passed.
Seed: 1327420386, test passed.
Seed: 947660838, test passed.
Seed: 1867956992, test passed.
Seed: 667661703, test passed.
Seed: 1350515529, test passed.
Seed: 1030772974, test passed.
Seed: 1977181231, test passed.
Seed: 442771630, test passed.
Seed: 870161800, test passed.
Seed: 159615136, test passed.
Seed: 750682299, test passed.
Seed: 1812038722, test passed.
Seed: 255300260, test passed.
Seed: 1471586543, test passed.
Seed: 1264722321, test passed.
Seed: 595240172, test passed.
Seed: 294471980, test passed.
Seed: 48906880, test passed.
Seed: 708591163, test passed.
Seed: 995297231, test passed.
Seed: 966877934, test passed.
Seed: 1862441442, test passed.
Seed: 321142027, test passed.
Seed: 673818162, test passed.
Seed: 675643854, test passed.
Seed: 575241820, test passed.
Seed: 346337899, test passed.
Seed: 16560271, test passed.
Seed: 551954245, test passed.
Seed: 794597393, test passed.
Seed: 2032665400, test passed.
Seed: 2141198166, test passed.
Seed: 1913479065, test passed.
Seed: 1881356045, test passed.
Seed: 1573558953, test passed.
Seed: 519231732, test passed.
Seed: 2025175244, test passed.
Seed: 833004094, test passed.
Seed: 1263797635, test passed.
Seed: 1520515533, test passed.
Seed: 672478462, test passed.
Seed: 756407154, test passed.
Seed: 346485065, test passed.
Seed: 874825818, test passed.
Seed: 1529330096, test passed.
Seed: 513702583, test passed.
Seed: 2030227809, test passed.
Seed: 1425753005, test passed.
Seed: 549394786, test passed.
Seed: 1357735006, test passed.
Seed: 2115632682, test passed.
Seed: 1475984491, test passed.
Seed: 1838293973, test passed.
Seed: 980811069, test passed.
Seed: 1963141742, test passed.
Seed: 299844094, test passed.
Seed: 791083299, test passed.
Seed: 1647153124, test passed.
Seed: 419493010, test passed.
Seed: 261086059, test passed.
Seed: 922696800, test passed.
Seed: 106614623, test passed.
Seed: 240987157, test passed.
Seed: 1611273089, test passed.
Seed: 1986584992, test passed.
Seed: 906453767, test passed.
Seed: 127952981, test passed.
Seed: 1695514179, test passed.
Seed: 1995463376, test passed.
Seed: 1450234166, test passed.
Seed: 681797442, test passed.
Seed: 1139469960, test passed.
Seed: 480306984, test passed.
Seed: 1392943236, test passed.
Seed: 641464382, test passed.
Seed: 84917122, test passed.
Seed: 1081086592, test passed.
Seed: 1919886118, test passed.
Seed: 276743909, test passed.
Seed: 146797279, test passed.
Seed: 1036253333, test passed.
Seed: 500580080, test passed.
Seed: 1376907424, test passed.
Seed: 1621693115, test passed.
Seed: 1865592149, test passed.
Seed: 19078586, test passed.
Seed: 1593767931, test passed.
Seed: 2122844131, test passed.
Seed: 120637557, test passed.
Seed: 1788918858, test passed.
Seed: 860370141, test passed.
Seed: 1852267965, test passed.
Seed: 1533906221, test passed.
Seed: 1289629288, test passed.
Seed: 1698073195, test passed.
Seed: 2005317072, test passed.
Seed: 162032445, test passed.
Seed: 776476351, test passed.
Seed: 57795134, test passed.
Seed: 1733773382, test passed.
Seed: 620995498, test passed.
Seed: 1145123954, test passed.
Seed: 403065977, test passed.
Seed: 564539227, test passed.
Seed: 1087154247, test passed.
Seed: 330372847, test passed.
Seed: 965026064, test passed.
Seed: 82215288, test passed.
Seed: 285044364, test passed.
Seed: 1160714477, test passed.
Seed: 1430160497, test passed.
Seed: 1785767877, test passed.
Seed: 233482787, test passed.
Seed: 1294947258, test passed.
Seed: 1926101217, test passed.
Seed: 1486291525, test passed.
Seed: 1308554366, test passed.
Seed: 1972284358, test passed.
Seed: 566610094, test passed.
Seed: 683478592, test passed.
Seed: 1225760662, test passed.
Seed: 628018537, test passed.
Seed: 1475941095, test passed.
Seed: 1667555069, test passed.
Seed: 726784320, test passed.
Seed: 34282001, test passed.
Seed: 741760054, test passed.
Seed: 1661115698, test passed.
Seed: 1969510188, test passed.
Seed: 58449383, test passed.
Seed: 446203832, test passed.
Seed: 1797204017, test passed.
Seed: 161612597, test passed.
Seed: 549907464, test passed.
Seed: 1559329493, test passed.
Seed: 400607978, test passed.
Seed: 2010285129, test passed.
Seed: 1370653678, test passed.
Seed: 1355642141, test passed.
Seed: 1426902274, test passed.
Seed: 1284506654, test passed.
Seed: 1318561149, test passed.
Seed: 1008747438, test passed.
Seed: 212790295, test passed.
Seed: 192044349, test passed.
Seed: 1070794754, test passed.
Seed: 2134198256, test passed.
Seed: 386489315, test passed.
Seed: 1896618131, test passed.
Seed: 1162973666, test passed.
Seed: 32685156, test passed.
Seed: 1325582756, test passed.
Seed: 1455225216, test passed.
Seed: 1449977033, test passed.
Seed: 1868517798, test passed.
Seed: 963185860, test passed.
Seed: 70747764, test passed.
Seed: 1675898308, test passed.
Seed: 711871440, test passed.
Seed: 2138095605, test passed.
Seed: 1299278751, test passed.
Seed: 766829359, test passed.
Seed: 1298146581, test passed.
Seed: 351268159, test passed.
Seed: 1960010505, test passed.
Seed: 418940429, test passed.
Seed: 739641307, test passed.
Seed: 840140154, test passed.
Seed: 902423823, test passed.
Seed: 1381945246, test passed.
Seed: 2120289959, test passed.
Seed: 19761346, test passed.
Seed: 513033585, test passed.
Seed: 1798322709, test passed.
Seed: 1811108298, test passed.
Seed: 1549843443, test passed.
Seed: 244902163, test passed.
Seed: 828217854, test passed.
Seed: 1130184415, test passed.
Seed: 1153396922, test passed.
Seed: 212104282, test passed.
Seed: 37294121, test passed.
Seed: 1382420788, test passed.
Seed: 2003050962, test passed.
Seed: 1812885365, test passed.
Seed: 708074379, test passed.
Seed: 2032057072, test passed.
Seed: 641517419, test passed.
Seed: 1910486821, test passed.
Seed: 1052282911, test passed.
Seed: 1910349678, test passed.
Seed: 3877738, test passed.
Seed: 1937362231, test passed.
Seed: 24920043, test passed.
Seed: 793080412, test passed.
Seed: 1360553664, test passed.
Seed: 1731362443, test passed.
Seed: 983704301, test passed.
Seed: 134408939, test passed.
Seed: 589556854, test passed.
Seed: 605420039, test passed.
Seed: 1977947663, test passed.
Seed: 1079731036, test passed.
Seed: 2060087174, test passed.
Seed: 1011214611, test passed.
Seed: 1005174362, test passed.
Seed: 993942478, test passed.
Seed: 210551912, test passed.
Seed: 47868955, test passed.
Seed: 1560902545, test passed.
Seed: 911097304, test passed.
Seed: 1573103159, test passed.
Seed: 1920344876, test passed.
Seed: 432066875, test passed.
Seed: 1292654513, test passed.
Seed: 498869064, test passed.
Seed: 239481280, test passed.
Seed: 322146538, test passed.
Seed: 593370150, test passed.
Seed: 1355092070, test passed.
Seed: 1665107678, test passed.
Seed: 103983661, test passed.
Seed: 247146877, test passed.
Seed: 985673652, test passed.
Seed: 1332848004, test passed.
Seed: 1350632819, test passed.
Seed: 681603807, test passed.
Seed: 1999877094, test passed.
Seed: 1768658458, test passed.
